,,Frequency_Substation_01,Frequency_Substation_02,Frequency_Substation_03,Frequency_Substation_04,Frequency_Substation_05,Frequency_Substation_06,Frequency_Substation_07,Frequency_Substation_08,Frequency_Substation_09,Frequency_Substation_10
480,Frequency_Substation_07,0.0033285512689112604,-0.008588843331645913,0.053885689207942636,0.02988195722644876,0.11721317962979275,-0.013449686965244432,0.9999999926433885,0.12560596997593043,-0.1626075050801034,0.13204484052073825
480,Frequency_Substation_08,0.20477885815540817,0.22723405790314521,0.24036772315600372,0.11237420254788326,-0.20308238955376967,0.28901894573609477,0.12560596997593043,1.0000000192282597,0.1902219573388024,0.0907595622635903
480,Frequency_Substation_09,0.07747483828358938,0.06737003453056672,0.11598856520613014,0.09339489320079936,-0.15517950648907958,-0.04736137957389968,-0.1626075050801034,0.1902219573388024,0.999999997767743,0.16568660759784135
480,Frequency_Substation_10,-0.23211743301586307,-0.24688743761418164,-0.23032221759874297,-0.13135235654831234,0.12076980338344837,-0.002645899475819791,0.13204484052073825,0.0907595622635903,0.16568660759784135,0.9999999770191877
481,Frequency_Substation_01,0.9999999997497802,0.9880930097728916,0.9706103933334067,0.8271717209118333,-0.11979562858701852,0.08701595074174162,0.011352334939786506,0.22328587931877542,0.11045268941111071,-0.17107226303374248
481,Frequency_Substation_02,0.9880930097728916,1.0000000001796912,0.9749221763276897,0.8278430233319684,-0.1282129311868821,0.06027890649541331,-0.00258771973815236,0.24461317716750391,0.09771277099848512,-0.18480698109343663
481,Frequency_Substation_03,0.9706103933334067,0.9749221763276897,0.9999999998868611,0.853249584148526,-0.1411344323030889,0.04483669019731966,0.05260769094866328,0.2508119438923107,0.13249748593704166,-0.18204004076225258
481,Frequency_Substation_04,0.8271717209118333,0.8278430233319684,0.853249584148526,1.0000000006752012,-0.09402592016892711,-0.04663960779784488,0.015115543470246726,0.12304825470059748,0.09451601236132226,-0.07958537771991392
481,Frequency_Substation_05,-0.11979562858701852,-0.1282129311868821,-0.1411344323030889,-0.09402592016892711,0.9999999800081244,-0.011629818963549475,0.14229152328060482,-0.2066828070185319,-0.13041394749400803,0.12107559448868162
481,Frequency_Substation_06,0.08701595074174162,0.06027890649541331,0.04483669019731966,-0.04663960779784488,-0.011629818963549475,0.9999999791269949,-0.02154020509285842,0.29023354815803454,-0.055532685550518116,-0.003918644812805086
481,Frequency_Substation_07,0.011352334939786506,-0.00258771973815236,0.05260769094866328,0.015115543470246726,0.14229152328060482,-0.02154020509285842,1.0000000166383376,0.12110915142746227,-0.1741716264430721,0.11480185979405295
481,Frequency_Substation_08,0.22328587931877542,0.24461317716750391,0.2508119438923107,0.12304825470059748,-0.2066828070185319,0.29023354815803454,0.12110915142746227,0.9999999689561664,0.18791702241940456,0.09227800044803909
481,Frequency_Substation_09,0.11045268941111071,0.09771277099848512,0.13249748593704166,0.09451601236132226,-0.13041394749400803,-0.055532685550518116,-0.1741716264430721,0.18791702241940456,0.9999999952717701,0.14714306617865308
481,Frequency_Substation_10,-0.17107226303374248,-0.18480698109343663,-0.18204004076225258,-0.07958537771991392,0.12107559448868162,-0.003918644812805086,0.11480185979405295,0.09227800044803909,0.14714306617865308,0.9999999836096232
482,Frequency_Substation_01,0.9999999996377203,0.9884465236180965,0.9774218158581368,0.8427240426245171,-0.05636136887415229,0.06926082203925872,0.04649174307906131,0.24135441561429039,0.19164240703340754,-0.18354251429406596
482,Frequency_Substation_02,0.9884465236180965,1.0000000004891088,0.9785389490140264,0.8395338919804531,-0.06501632947320214,0.046331804547163916,0.02828920717065195,0.2616289172877857,0.1757574931214694,-0.1922845436563512
482,Frequency_Substation_03,0.9774218158581368,0.9785389490140264,1.0000000002996674,0.8609753051764006,-0.07338992538644713,0.043730471745892056,0.07315054320072657,0.2668301408786735,0.20615931370316465,-0.1748634436298076
482,Frequency_Substation_04,0.8427240426245171,0.8395338919804531,0.8609753051764006,1.0000000019293376,-0.005275910148203604,-0.026232110957544717,0.028872975911537875,0.14983163332397303,0.189040471667902,-0.05619160349723046
482,Frequency_Substation_05,-0.05636136887415229,-0.06501632947320214,-0.07338992538644713,-0.005275910148203604,1.000000014684144,0.013465830728441028,0.13716282988334022,-0.17703575686279313,-0.06843150792904482,0.13980814895388244
482,Frequency_Substation_06,0.06926082203925872,0.046331804547163916,0.043730471745892056,-0.026232110957544717,0.013465830728441028,0.9999999993009426,-0.005079474556804251,0.2955962889769489,-0.020156813097137054,-0.010706087340929624
482,Frequency_Substation_07,0.04649174307906131,0.02828920717065195,0.07315054320072657,0.028872975911537875,0.13716282988334022,-0.005079474556804251,1.000000034516977,0.12564063390531643,-0.17497845739867812,0.12771383573728617
482,Frequency_Substation_08,0.24135441561429039,0.2616289172877857,0.2668301408786735,0.14983163332397303,-0.17703575686279313,0.2955962889769489,0.12564063390531643,0.9999999960953347,0.21113756222752134,0.09741338173852716
482,Frequency_Substation_09,0.19164240703340754,0.1757574931214694,0.20615931370316465,0.189040471667902,-0.06843150792904482,-0.020156813097137054,-0.17497845739867812,0.21113756222752134,1.000000051095807,0.17080477908339858
482,Frequency_Substation_10,-0.18354251429406596,-0.1922845436563512,-0.1748634436298076,-0.05619160349723046,0.13980814895388244,-0.010706087340929624,0.12771383573728617,0.09741338173852716,0.17080477908339858,0.9999999555352511
483,Frequency_Substation_01,0.9999999996764419,0.9888898581105305,0.9803538828122628,0.8512139635397106,-0.014988831703462992,0.06581561097010946,0.014579129057626218,0.18619407886306907,0.2450315787674121,-0.10172310506319956
483,Frequency_Substation_02,0.9888898581105305,1.0000000001019567,0.9846875254625758,0.8553084053282585,-0.020817629629439453,0.04237374621898412,-0.006999896442501099,0.20279608071988928,0.23579471192955975,-0.10031074757500147
483,Frequency_Substation_03,0.9803538828122628,0.9846875254625758,1.0000000001407674,0.8651848820113107,-0.025940992834970342,0.04141585955825851,0.042401754871612525,0.20466632927701658,0.2583583665977052,-0.10441658223459456
483,Frequency_Substation_04,0.8512139635397106,0.8553084053282585,0.8651848820113107,1.0000000009900643,0.06753833993016545,-0.023860226791234333,-0.01115703939703904,0.059287889648894754,0.2666977824692693,0.02234544707031868
483,Frequency_Substation_05,-0.014988831703462992,-0.020817629629439453,-0.025940992834970342,0.06753833993016545,1.0000000277405952,0.014071839644593557,0.11121885404977765,-0.21609628353066024,-0.006332723843509812,0.18005590887192865
483,Frequency_Substation_06,0.06581561097010946,0.04237374621898412,0.04141585955825851,-0.023860226791234333,0.014071839644593557,1.000000002395497,-0.006914925906469434,0.28656598590547616,-0.01720986155155644,-0.0044533665194815735
483,Frequency_Substation_07,0.014579129057626218,-0.006999896442501099,0.042401754871612525,-0.01115703939703904,0.11121885404977765,-0.006914925906469434,0.9999999962071634,0.14372708688646343,-0.19416737665309186,0.12234318245558631
483,Frequency_Substation_08,0.18619407886306907,0.20279608071988928,0.20466632927701658,0.059287889648894754,-0.21609628353066024,0.28656598590547616,0.14372708688646343,0.9999999929356328,0.13793444640479047,0.05944196748010449
483,Frequency_Substation_09,0.2450315787674121,0.23579471192955975,0.2583583665977052,0.2666977824692693,-0.006332723843509812,-0.01720986155155644,-0.19416737665309186,0.13793444640479047,0.9999999602963321,0.2099500628989295
483,Frequency_Substation_10,-0.10172310506319956,-0.10031074757500147,-0.10441658223459456,0.02234544707031868,0.18005590887192865,-0.0044533665194815735,0.12234318245558631,0.05944196748010449,0.2099500628989295,0.9999999682355555
484,Frequency_Substation_01,1.0000000006108787,0.9889130914806528,0.9808481933064745,0.8632689953685239,0.018707347608776244,0.015360324851211093,0.07119986239023775,0.10399479108146906,0.24166965016223874,-0.13208355388542092
484,Frequency_Substation_02,0.9889130914806528,1.0000000002094906,0.9855232010799887,0.8686209229831691,0.013720989233642084,-0.009493554138640675,0.050875992275661336,0.11846462225692404,0.2330096011834278,-0.13207867680148636
484,Frequency_Substation_03,0.9808481933064745,0.9855232010799887,0.9999999999855846,0.8745497004105672,0.00649448567053187,-0.006655287613243123,0.09778492653908402,0.12688846802073137,0.2529942608313962,-0.13154401826880474
484,Frequency_Substation_04,0.8632689953685239,0.8686209229831691,0.8745497004105672,0.9999999997028954,0.0961890934060066,-0.0669701303202987,0.05749228439237041,-0.009072423653562952,0.2491681170298731,0.0011849717772961772
484,Frequency_Substation_05,0.018707347608776244,0.013720989233642084,0.00649448567053187,0.0961890934060066,1.0000000122352468,0.011844474950596103,0.12308949276046924,-0.21717476194667806,-0.00787228497325514,0.18298999644306888
484,Frequency_Substation_06,0.015360324851211093,-0.009493554138640675,-0.006655287613243123,-0.0669701303202987,0.011844474950596103,1.0000000147112742,-0.02423005109142381,0.2824263725669376,-0.015129616705663406,-0.010382864283183758
484,Frequency_Substation_07,0.07119986239023775,0.050875992275661336,0.09778492653908402,0.05749228439237041,0.12308949276046924,-0.02423005109142381,1.0000000072994593,0.12199847042217409,-0.19383639083153575,0.11658452149201834
484,Frequency_Substation_08,0.10399479108146906,0.11846462225692404,0.12688846802073137,-0.009072423653562952,-0.21717476194667806,0.2824263725669376,0.12199847042217409,0.9999999938070618,0.14263525532118868,0.04602571380466126
484,Frequency_Substation_09,0.24166965016223874,0.2330096011834278,0.2529942608313962,0.2491681170298731,-0.00787228497325514,-0.015129616705663406,-0.19383639083153575,0.14263525532118868,1.0000000340670643,0.21146528064671113
484,Frequency_Substation_10,-0.13208355388542092,-0.13207867680148636,-0.13154401826880474,0.0011849717772961772,0.18298999644306888,-0.010382864283183758,0.11658452149201834,0.04602571380466126,0.21146528064671113,0.9999999604259389
485,Frequency_Substation_01,0.9999999998279262,0.9894864053506086,0.9812040287591877,0.8731966354998018,0.11378535762319075,0.015583583782667271,0.10351192173621339,0.04596679104978758,0.23150838569737464,-0.21475924287027937
485,Frequency_Substation_02,0.9894864053506086,1.0000000004599965,0.9872840241082821,0.8797522049241929,0.09856939745387448,-0.007196763516690399,0.0811278719116497,0.05028042278811317,0.21518223196744055,-0.2106844920545598
485,Frequency_Substation_03,0.9812040287591877,0.9872840241082821,1.0000000003615426,0.8804595783755303,0.09878795836245115,-0.006659341708415389,0.12801266870685535,0.07517534828371487,0.2449681868434612,-0.20944793479844703
485,Frequency_Substation_04,0.8731966354998018,0.8797522049241929,0.8804595783755303,0.9999999995305193,0.23123496971858104,-0.07050832698215083,0.10294439199822829,-0.03321339319589656,0.26511432691546644,-0.12480127918483494
485,Frequency_Substation_05,0.11378535762319075,0.09856939745387448,0.09878795836245115,0.23123496971858104,0.9999999967749723,-0.001369792113176915,0.17426037259031193,-0.2147680907917931,0.04225563210164307,-0.011668467754452167
485,Frequency_Substation_06,0.015583583782667271,-0.007196763516690399,-0.006659341708415389,-0.07050832698215083,-0.001369792113176915,0.9999999910416273,-0.028170412921733477,0.30403263914943424,-0.012360527568388758,0.0022045742206444475
485,Frequency_Substation_07,0.10351192173621339,0.0811278719116497,0.12801266870685535,0.10294439199822829,0.17426037259031193,-0.028170412921733477,1.0000000091484473,0.12436168890428616,-0.17603480427637036,0.05493259200128121
485,Frequency_Substation_08,0.04596679104978758,0.05028042278811317,0.07517534828371487,-0.03321339319589656,-0.2147680907917931,0.30403263914943424,0.12436168890428616,1.000000001056877,0.09322610636463599,0.035433765466868355
485,Frequency_Substation_09,0.23150838569737464,0.21518223196744055,0.2449681868434612,0.26511432691546644,0.04225563210164307,-0.012360527568388758,-0.17603480427637036,0.09322610636463599,0.9999999649161115,0.1467224696663454
485,Frequency_Substation_10,-0.21475924287027937,-0.2106844920545598,-0.20944793479844703,-0.12480127918483494,-0.011668467754452167,0.0022045742206444475,0.05493259200128121,0.035433765466868355,0.1467224696663454,0.9999999889291122
486,Frequency_Substation_01,1.0000000005625764,0.9890657287136146,0.9818265188908535,0.8799972430192632,0.18331228833811597,0.011628562451497683,0.19846068467672306,-0.04126212023006253,0.2887461873549748,-0.174133006054294
486,Frequency_Substation_02,0.9890657287136146,1.0000000005600118,0.9862622050552629,0.8828815947809714,0.16172851800381188,-0.01358316688335753,0.16984223769774004,-0.031909361712715266,0.2680879134822166,-0.1706532825258856
486,Frequency_Substation_03,0.9818265188908535,0.9862622050552629,0.9999999998927177,0.8881402081809395,0.1764693019361626,-0.001523839712701679,0.2231041647845586,-0.010237912727192967,0.3033437490365851,-0.17633920742786552
486,Frequency_Substation_04,0.8799972430192632,0.8828815947809714,0.8881402081809395,0.9999999996876248,0.30679868877066224,-0.05179421563085467,0.20038302738033573,-0.11211509777411958,0.3238766425860079,-0.10288786245497972
486,Frequency_Substation_05,0.18331228833811597,0.16172851800381188,0.1764693019361626,0.30679868877066224,1.0000000357088552,0.02997518292576312,0.23781356119285527,-0.25142162162162707,0.10334857665015242,-0.02630864297362713
486,Frequency_Substation_06,0.011628562451497683,-0.01358316688335753,-0.001523839712701679,-0.05179421563085467,0.02997518292576312,0.9999999621910011,0.015146039304328004,0.2668414738320741,0.014598500993068208,0.024390321935578243
486,Frequency_Substation_07,0.19846068467672306,0.16984223769774004,0.2231041647845586,0.20038302738033573,0.23781356119285527,0.015146039304328004,1.000000006426679,0.10204246456160221,-0.11167619057235169,0.014730418336862545
486,Frequency_Substation_08,-0.04126212023006253,-0.031909361712715266,-0.010237912727192967,-0.11211509777411958,-0.25142162162162707,0.2668414738320741,0.10204246456160221,0.9999999768767641,0.06108669174919129,0.08583197710126271
486,Frequency_Substation_09,0.2887461873549748,0.2680879134822166,0.3033437490365851,0.3238766425860079,0.10334857665015242,0.014598500993068208,-0.11167619057235169,0.06108669174919129,1.0000000549600914,0.13012557272293207
486,Frequency_Substation_10,-0.174133006054294,-0.1706532825258856,-0.17633920742786552,-0.10288786245497972,-0.02630864297362713,0.024390321935578243,0.014730418336862545,0.08583197710126271,0.13012557272293207,0.9999999450466506
487,Frequency_Substation_01,1.0000000006753824,0.9890103277075978,0.9857673015869644,0.8889790584499391,0.2591301864922415,-0.005482037962656923,0.27204036553746486,0.08824472333084082,0.26386914662079763,-0.11575722415212292
487,Frequency_Substation_02,0.9890103277075978,1.000000000136135,0.9890835329258681,0.8905956145286354,0.23848161927516467,-0.03054199847110069,0.23703540656739672,0.09506724246260262,0.24300745497315593,-0.11460815865561975
487,Frequency_Substation_03,0.9857673015869644,0.9890835329258681,0.9999999993738745,0.8928757964938441,0.2528917923168454,-0.01723875695279424,0.2653793202595038,0.10741267336997937,0.27802726389974575,-0.1330118271176543
487,Frequency_Substation_04,0.8889790584499391,0.8905956145286354,0.8928757964938441,0.9999999997081395,0.3836049727899043,-0.06714103890394187,0.22399167786312651,0.02468990444706159,0.2935873803231277,-0.06412976572323123
487,Frequency_Substation_05,0.2591301864922415,0.23848161927516467,0.2528917923168454,0.3836049727899043,0.9999999879241894,0.009428679218680172,0.20577844129624187,-0.0831551919870681,0.08279126789527391,-0.014437762765418641
487,Frequency_Substation_06,-0.005482037962656923,-0.03054199847110069,-0.01723875695279424,-0.06714103890394187,0.009428679218680172,1.0000000485149756,0.02503669448709073,0.23748713325394344,0.014724679519585202,0.028143646759667237
487,Frequency_Substation_07,0.27204036553746486,0.23703540656739672,0.2653793202595038,0.22399167786312651,0.20577844129624187,0.02503669448709073,1.0000000348310858,0.03172505646232191,-0.09267865409873491,-0.04785672868646734
487,Frequency_Substation_08,0.08824472333084082,0.09506724246260262,0.10741267336997937,0.02468990444706159,-0.0831551919870681,0.23748713325394344,0.03172505646232191,0.9999999688231347,0.056734357916240666,0.05942722926617017
487,Frequency_Substation_09,0.26386914662079763,0.24300745497315593,0.27802726389974575,0.2935873803231277,0.08279126789527391,0.014724679519585202,-0.09267865409873491,0.056734357916240666,1.000000032986393,0.14800730900957804
487,Frequency_Substation_10,-0.11575722415212292,-0.11460815865561975,-0.1330118271176543,-0.06412976572323123,-0.014437762765418641,0.028143646759667237,-0.04785672868646734,0.05942722926617017,0.14800730900957804,0.9999999880513798
488,Frequency_Substation_01,0.9999999995303912,0.9891577370202804,0.9857471262638275,0.897587406956466,0.329555211279535,-0.008774530158099708,0.3093926989378243,0.047521693278287154,0.2498368189918694,-0.08085775517426229
488,Frequency_Substation_02,0.9891577370202804,1.0000000001416747,0.9890660300774635,0.8996683554192887,0.3117158591505645,-0.034088126002629955,0.2757994460221743,0.0540062766534751,0.22925862835103045,-0.07898840225781842
488,Frequency_Substation_03,0.9857471262638275,0.9890660300774635,0.9999999999971612,0.8961488042127366,0.31321761182900665,-0.02061207918683388,0.29810994430773474,0.07101921753947117,0.265923172709529,-0.10200705450796323
488,Frequency_Substation_04,0.897587406956466,0.8996683554192887,0.8961488042127366,1.000000000353617,0.46533773924336136,-0.04623211837972471,0.27609444877293626,-0.031715643660275364,0.2581363540174063,-0.049995237313704415
488,Frequency_Substation_05,0.329555211279535,0.3117158591505645,0.31321761182900665,0.46533773924336136,0.9999999929980343,0.043655953817914275,0.2755860845016014,-0.14829270267155537,0.04494149602910267,-0.015927855634727504
488,Frequency_Substation_06,-0.008774530158099708,-0.034088126002629955,-0.02061207918683388,-0.04623211837972471,0.043655953817914275,1.000000034452669,0.0401925904240858,0.2206157555805897,0.01136135082134981,0.04990970116840681
488,Frequency_Substation_07,0.3093926989378243,0.2757994460221743,0.29810994430773474,0.27609444877293626,0.2755860845016014,0.0401925904240858,0.9999999991131607,-0.007695895345245232,-0.10510154455603361,-0.04481314557782742
488,Frequency_Substation_08,0.047521693278287154,0.0540062766534751,0.07101921753947117,-0.031715643660275364,-0.14829270267155537,0.2206157555805897,-0.007695895345245232,1.00000005095103,0.06777910198916201,0.0601132624406306
488,Frequency_Substation_09,0.2498368189918694,0.22925862835103045,0.265923172709529,0.2581363540174063,0.04494149602910267,0.01136135082134981,-0.10510154455603361,0.06777910198916201,1.0000000731407117,0.14680757296508778
488,Frequency_Substation_10,-0.08085775517426229,-0.07898840225781842,-0.10200705450796323,-0.049995237313704415,-0.015927855634727504,0.04990970116840681,-0.04481314557782742,0.0601132624406306,0.14680757296508778,0.9999999855784631
489,Frequency_Substation_01,0.9999999998765088,0.9894314809729315,0.9858173195909253,0.9092754827605796,0.37991616798064987,-0.050921436595585456,0.22734019581685908,0.020543640342191097,0.24610513781041815,-0.12891523636356353
489,Frequency_Substation_02,0.9894314809729315,0.9999999998897645,0.9895707996162912,0.9128790204750633,0.35569143402049963,-0.07773160618650873,0.1984401486623612,0.028229150683726032,0.2329260486089043,-0.1268257229176564
489,Frequency_Substation_03,0.9858173195909253,0.9895707996162912,0.9999999996934283,0.9062923420918491,0.3581676511989741,-0.060781622139954035,0.22216700843552128,0.045740020415427955,0.2648485111752171,-0.14689224797728964
489,Frequency_Substation_04,0.9092754827605796,0.9128790204750633,0.9062923420918491,0.9999999993003438,0.5180408000649829,-0.07551445892634145,0.19609362831660135,-0.055380622345272905,0.23103840271637394,-0.09348829390581163
489,Frequency_Substation_05,0.37991616798064987,0.35569143402049963,0.3581676511989741,0.5180408000649829,1.0000000216524068,-0.008242647571777681,0.14543025795110356,-0.17354308101699284,0.013502031589853306,-0.08532601562378288
489,Frequency_Substation_06,-0.050921436595585456,-0.07773160618650873,-0.060781622139954035,-0.07551445892634145,-0.008242647571777681,1.0000000384330276,0.04486068115744653,0.22411286877861697,0.032676568276486274,0.05454838536135892
489,Frequency_Substation_07,0.22734019581685908,0.1984401486623612,0.22216700843552128,0.19609362831660135,0.14543025795110356,0.04486068115744653,0.9999999573828461,0.006607929270490618,-0.07023662192187335,-0.019600694005118085
489,Frequency_Substation_08,0.020543640342191097,0.028229150683726032,0.045740020415427955,-0.055380622345272905,-0.17354308101699284,0.22411286877861697,0.006607929270490618,1.0000000380013196,0.07928360180719819,0.06975150947592357
489,Frequency_Substation_09,0.24610513781041815,0.2329260486089043,0.2648485111752171,0.23103840271637394,0.013502031589853306,0.032676568276486274,-0.07023662192187335,0.07928360180719819,1.000000022501275,0.16811901457384942
489,Frequency_Substation_10,-0.12891523636356353,-0.1268257229176564,-0.14689224797728964,-0.09348829390581163,-0.08532601562378288,0.05454838536135892,-0.019600694005118085,0.06975150947592357,0.16811901457384942,1.000000026178931
490,Frequency_Substation_01,0.9999999998291665,0.9898207371716405,0.9867807853994254,0.9178471946752604,0.4502707627483385,-0.017129237358909498,0.18217979341134527,0.021865970075452643,0.24172041545947523,-0.14652758278140118
490,Frequency_Substation_02,0.9898207371716405,0.9999999993075995,0.989800268354174,0.9194743957183775,0.42691304412326225,-0.05221563240247292,0.15610163934088842,0.019803063190792863,0.22830131540778134,-0.1426862549081438
490,Frequency_Substation_03,0.9867807853994254,0.989800268354174,1.00000000035626,0.9123781829060197,0.42833071152893243,-0.0384320746520737,0.18183554778997316,0.033108033833122684,0.26004500284769166,-0.16177795324490216
490,Frequency_Substation_04,0.9178471946752604,0.9194743957183775,0.9123781829060197,0.9999999995277306,0.5777304067989463,-0.07527931533731737,0.1639871436140107,-0.09515295305236823,0.22667106101624063,-0.10601094322787767
490,Frequency_Substation_05,0.4502707627483385,0.42691304412326225,0.42833071152893243,0.5777304067989463,1.0000000182811868,-0.05197580079200274,0.13718205758722868,-0.25334173788650427,0.028452584059317176,-0.09400247295846619
490,Frequency_Substation_06,-0.017129237358909498,-0.05221563240247292,-0.0384320746520737,-0.07527931533731737,-0.05197580079200274,1.0000000378710683,0.08818604242130196,0.20264417929000877,0.042659235914149995,0.06589595879376527
490,Frequency_Substation_07,0.18217979341134527,0.15610163934088842,0.18183554778997316,0.1639871436140107,0.13718205758722868,0.08818604242130196,1.000000002499298,0.04883214658461073,-0.08236520525367673,-0.02389724789995711
490,Frequency_Substation_08,0.021865970075452643,0.019803063190792863,0.033108033833122684,-0.09515295305236823,-0.25334173788650427,0.20264417929000877,0.04883214658461073,0.9999999941056041,0.08263098895748817,0.08505098667087367
490,Frequency_Substation_09,0.24172041545947523,0.22830131540778134,0.26004500284769166,0.22667106101624063,0.028452584059317176,0.042659235914149995,-0.08236520525367673,0.08263098895748817,1.0000000307953,0.16502002038353916
490,Frequency_Substation_10,-0.14652758278140118,-0.1426862549081438,-0.16177795324490216,-0.10601094322787767,-0.09400247295846619,0.06589595879376527,-0.02389724789995711,0.08505098667087367,0.16502002038353916,0.9999999916411881
491,Frequency_Substation_01,0.9999999989093454,0.9899401754289051,0.9874491119484642,0.9260641713893423,0.5256604685469723,0.037267765222892574,0.20694460412818425,0.03140871863027058,0.14215667358407377,-0.13013362724517405
491,Frequency_Substation_02,0.9899401754289051,1.0000000004942726,0.9899337947048795,0.926673632121864,0.5061396405514328,0.0006758581124681257,0.1789278277628155,0.031041396914244,0.12803726973742593,-0.12656273172645693
491,Frequency_Substation_03,0.9874491119484642,0.9899337947048795,0.9999999998515793,0.9172816904168583,0.49688794888791976,0.010052515830258695,0.20259878444283363,0.0436099028161577,0.1664137808369804,-0.14701538295920294
491,Frequency_Substation_04,0.9260641713893423,0.926673632121864,0.9172816904168583,1.0000000004412524,0.6312120298137804,-0.031779457378865776,0.17644734737732215,-0.07179906144065175,0.12806609400980515,-0.09409734871198673
491,Frequency_Substation_05,0.5256604685469723,0.5061396405514328,0.49688794888791976,0.6312120298137804,0.9999999991866114,-0.008901895231063833,0.13038080815389402,-0.16483568396847803,-0.09369068528533941,-0.08521336292228712
491,Frequency_Substation_06,0.037267765222892574,0.0006758581124681257,0.010052515830258695,-0.031779457378865776,-0.008901895231063833,1.000000067156972,0.08223795565767196,0.22004695270801122,0.03846282438483775,0.05730423476676673
491,Frequency_Substation_07,0.20694460412818425,0.1789278277628155,0.20259878444283363,0.17644734737732215,0.13038080815389402,0.08223795565767196,0.9999999444568602,0.05590728455992182,-0.07876306035625198,-0.02861557696780004
491,Frequency_Substation_08,0.03140871863027058,0.031041396914244,0.0436099028161577,-0.07179906144065175,-0.16483568396847803,0.22004695270801122,0.05590728455992182,1.000000020187207,0.0467136618192995,0.08911263579822423
491,Frequency_Substation_09,0.14215667358407377,0.12803726973742593,0.1664137808369804,0.12806609400980515,-0.09369068528533941,0.03846282438483775,-0.07876306035625198,0.0467136618192995,0.9999999772298407,0.17092808703251436
491,Frequency_Substation_10,-0.13013362724517405,-0.12656273172645693,-0.14701538295920294,-0.09409734871198673,-0.08521336292228712,0.05730423476676673,-0.02861557696780004,0.08911263579822423,0.17092808703251436,0.9999999726992286
492,Frequency_Substation_01,1.0000000004090333,0.9899643377877779,0.9862628577547417,0.9331921480242671,0.5585917902983873,0.013308262529675466,0.16518572557117733,0.023143750974662796,0.14671240479833217,-0.1294494923006084
492,Frequency_Substation_02,0.9899643377877779,0.9999999997731853,0.9894067018233117,0.9327889013994088,0.5364402458305957,-0.02139063848925977,0.13980290577068005,0.02309598326637823,0.13342372873799616,-0.12659254201286274
492,Frequency_Substation_03,0.9862628577547417,0.9894067018233117,0.9999999997913085,0.9228211920160674,0.5134025442705937,-0.007215680197520579,0.16980397341898157,0.03600385797530644,0.17896033921032353,-0.15200860508212438
492,Frequency_Substation_04,0.9331921480242671,0.9327889013994088,0.9228211920160674,0.9999999990233888,0.6546171984849462,-0.05898333757156405,0.13149895719947913,-0.07556067738856988,0.11755779508642002,-0.08460867397768246
492,Frequency_Substation_05,0.5585917902983873,0.5364402458305957,0.5134025442705937,0.6546171984849462,0.9999999952812809,-0.0670654528620721,0.03968768979300619,-0.14862404708133006,-0.1112188521152147,-0.05043357677726903
492,Frequency_Substation_06,0.013308262529675466,-0.02139063848925977,-0.007215680197520579,-0.05898333757156405,-0.0670654528620721,0.9999999688423576,0.09714981720128239,0.22051055828074875,0.04448452146708668,0.0523039707756265
492,Frequency_Substation_07,0.16518572557117733,0.13980290577068005,0.16980397341898157,0.13149895719947913,0.03968768979300619,0.09714981720128239,0.9999999832729706,0.05612573942151235,-0.0653510150402312,-0.03691231546858788
492,Frequency_Substation_08,0.023143750974662796,0.02309598326637823,0.03600385797530644,-0.07556067738856988,-0.14862404708133006,0.22051055828074875,0.05612573942151235,0.9999999603503579,0.05031079449306188,0.08716670489637277
492,Frequency_Substation_09,0.14671240479833217,0.13342372873799616,0.17896033921032353,0.11755779508642002,-0.1112188521152147,0.04448452146708668,-0.0653510150402312,0.05031079449306188,0.9999999815249445,0.17383627644910796
492,Frequency_Substation_10,-0.1294494923006084,-0.12659254201286274,-0.15200860508212438,-0.08460867397768246,-0.05043357677726903,0.0523039707756265,-0.03691231546858788,0.08716670489637277,0.17383627644910796,0.9999999757199863
493,Frequency_Substation_01,1.0000000012309824,0.9903059424070285,0.9875925011588809,0.9435752945840458,0.5992598130980894,-0.013407595996092772,0.1132731455968882,0.007570285214282085,0.1560918834074384,-0.08475117743626105
493,Frequency_Substation_02,0.9903059424070285,1.0000000001405038,0.9894572176264506,0.9464287574829341,0.5787401061280775,-0.04952607853517186,0.08704476508673016,0.0006574712734657565,0.14420025139032866,-0.08124707614839599
493,Frequency_Substation_03,0.9875925011588809,0.9894572176264506,1.0000000002573686,0.9409090538175378,0.5641039380603133,-0.03744228930355366,0.11377559038523757,0.010612715676767097,0.19129404559264088,-0.10388251433230104
493,Frequency_Substation_04,0.9435752945840458,0.9464287574829341,0.9409090538175378,0.9999999997191985,0.6836656749465897,-0.07701278024306074,0.08819436841117385,-0.06134394267462367,0.12298001076321895,-0.047849483401364586
493,Frequency_Substation_05,0.5992598130980894,0.5787401061280775,0.5641039380603133,0.6836656749465897,1.000000003325119,-0.08557211886858111,-0.015029066107604119,-0.09100905303452611,-0.08669976201121804,-0.0009108298307538692
493,Frequency_Substation_06,-0.013407595996092772,-0.04952607853517186,-0.03744228930355366,-0.07701278024306074,-0.08557211886858111,0.9999999902501158,0.09623087841860271,0.20509045659018238,0.04359362330037664,0.05292396442986633
493,Frequency_Substation_07,0.1132731455968882,0.08704476508673016,0.11377559038523757,0.08819436841117385,-0.015029066107604119,0.09623087841860271,1.0000000152007456,0.022380080409695594,-0.06733278573396015,-0.036983135303594525
